nu_cnes,nu_ine,quadrimestre,distrito,distrito_desc,no_unidade_saude,no_equipe,realizado_1,previsto_1,realizado_2,previsto_2,realizado_3,previsto_3,realizado_4,previsto_4,realizado_5,previsto_5,realizado_6,previsto_6,realizado_7,previsto_7
5601053,0000155942,2023.3,DS 5,Distrito Sanitário V,Us 345 Usf Planeta dos Macacos I,PLANETA DOS MACACOS I,11.0,11.0,6.0,6.0,1.0,1.0,230.0,813.0,77.0,340.0,8.0,14.0,183.0,558.0
5601053,0002399822,2023.3,DS 5,Distrito Sanitário V,Us 345 Usf Planeta dos Macacos I,PLANETA DOS MACACOS I B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,6.0,0.0,1.0,2.0,4.0
3470253,0001847988,2023.3,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,SBM1 VILA DO SESI - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7648480,0001562827,2023.3,DS 5,Distrito Sanitário V,Us 399 Usf Upinha Dia Novo Jiquia,NOVO JIQUIA,5.0,5.0,3.0,3.0,14.0,14.0,45.0,541.0,9.0,195.0,6.0,14.0,305.0,595.0
6362494,0000156027,2023.3,DS 8,Distrito Sanitário VIII,Us 351 Usf Paz e Amor,PAZ E AMOR - EQUIPE II,7.0,7.0,14.0,14.0,20.0,20.0,139.0,424.0,56.0,185.0,6.0,17.0,32.0,352.0
0028649,0000154520,2024.1,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,ALTO DO PASCOAL I,4.0,4.0,6.0,6.0,5.0,5.0,105.0,707.0,23.0,271.0,6.0,16.0,186.0,449.0
3007995,0000154962,2024.1,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,VILA DO IPSEP - 1,11.0,11.0,13.0,13.0,9.0,9.0,178.0,737.0,39.0,314.0,2.0,9.0,176.0,438.0
0028649,0001801155,2024.1,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,SBM1 ALTO DO PASCOAL I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0000965,0000152897,2024.1,DS 5,Distrito Sanitário V,Us 177 Usf Chico Mendes,CHICO MENDES,9.0,9.0,12.0,12.0,13.0,13.0,123.0,814.0,20.0,294.0,3.0,7.0,133.0,339.0
0028649,0000154539,2024.1,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,ALTO DO PASCOAL IV,7.0,7.0,10.0,10.0,10.0,10.0,94.0,665.0,7.0,260.0,5.0,15.0,158.0,481.0
3569349,0000155640,2024.1,DS 8,Distrito Sanitário VIII,Us 311 Usf Agua Viva,AGUA VIVA,5.0,5.0,5.0,5.0,1.0,1.0,66.0,584.0,5.0,214.0,2.0,8.0,111.0,279.0
6362494,0001840444,2023.3,DS 8,Distrito Sanitário VIII,Us 351 Usf Paz e Amor,SBM1 PAZ E AMOR - EQUIPE II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0029122,0000154717,2024.1,DS 2,Distrito Sanitário II,Us 286 Usf Irma Terezinha,IRMA TEREZINHA EQUIPE I,9.0,9.0,9.0,9.0,9.0,9.0,56.0,882.0,17.0,294.0,1.0,7.0,189.0,407.0
0029122,0000154725,2024.1,DS 2,Distrito Sanitário II,Us 286 Usf Irma Terezinha,IRMA TEREZINHA II,5.0,5.0,6.0,6.0,6.0,6.0,40.0,539.0,13.0,220.0,0.0,9.0,172.0,367.0
0000957,0000152846,2023.3,DS 6,Distrito Sanitário VI,Us 174 Usf Sitio Grande,SITIO GRANDE - 1,0.0,0.0,1.0,1.0,2.0,2.0,58.0,504.0,1.0,201.0,1.0,6.0,127.0,284.0
0001414,0000153249,2024.1,DS 5,Distrito Sanitário V,Us 117 Usf Gaspar Regueira Costa,GASPAR REGUEIRA COSTA CACOTE,6.0,6.0,8.0,8.0,2.0,2.0,95.0,692.0,25.0,242.0,4.0,5.0,62.0,364.0
0000833,0000152633,2023.3,DS 6,Distrito Sanitário VI,Us 137 CS Prof Djair Brindeiro,BORBOREMA,13.0,13.0,13.0,13.0,10.0,10.0,243.0,710.0,41.0,289.0,3.0,9.0,229.0,622.0
0002070,0000153427,2023.3,DS 6,Distrito Sanitário VI,Us 173 Usf Dancing Days,DANCING DAYS,4.0,4.0,1.0,1.0,6.0,6.0,219.0,710.0,53.0,280.0,2.0,5.0,162.0,443.0
5601053,0000155942,2024.1,DS 5,Distrito Sanitário V,Us 345 Usf Planeta dos Macacos I,PLANETA DOS MACACOS I,7.0,7.0,6.0,6.0,3.0,3.0,196.0,814.0,53.0,341.0,6.0,10.0,172.0,488.0
0000965,0000152889,2024.1,DS 5,Distrito Sanitário V,Us 177 Usf Chico Mendes,XIMBORE,9.0,9.0,5.0,5.0,0.0,0.0,52.0,520.0,2.0,169.0,4.0,11.0,112.0,341.0
5601037,0002399741,2024.1,DS 5,Distrito Sanitário V,Us 344 Usf Jiquia,JIQUIA III,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,28.0,102.0
3470253,0000155462,2024.1,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 1,6.0,6.0,6.0,6.0,4.0,4.0,21.0,628.0,3.0,222.0,5.0,13.0,95.0,307.0
3007995,0001846264,2024.1,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,SBM1 VILA DO IPSEP - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0000957,0000152862,2023.3,DS 6,Distrito Sanitário VI,Us 174 Usf Sitio Grande,SITIO GRANDE - 3,7.0,7.0,1.0,1.0,8.0,8.0,110.0,508.0,24.0,190.0,7.0,13.0,167.0,407.0
0026360,0000154350,2023.3,DS 6,Distrito Sanitário VI,Us 268 Usf Cafesopolis,CAFESOPOLIS - IMBIRIBEIRA,7.0,7.0,7.0,7.0,9.0,9.0,40.0,765.0,22.0,262.0,1.0,9.0,271.0,525.0
3302032,0000155306,2024.1,DS 2,Distrito Sanitário II,Us 309 Usf Ponto de Parada,PONTO DA PARADA II,3.0,3.0,0.0,0.0,1.0,1.0,90.0,1047.0,8.0,284.0,1.0,2.0,118.0,406.0
3445275,0000155446,2024.1,DS 2,Distrito Sanitário II,Us 327 Usf Clube dos Delegados,CLUBE DOS DELEGADOS I,11.0,11.0,16.0,16.0,17.0,17.0,95.0,750.0,21.0,306.0,8.0,14.0,151.0,402.0
0000876,0000152765,2024.1,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON III,4.0,4.0,0.0,0.0,7.0,7.0,63.0,540.0,26.0,234.0,2.0,6.0,67.0,186.0
3007995,0000154962,2023.3,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,VILA DO IPSEP - 1,3.0,3.0,4.0,4.0,4.0,4.0,155.0,737.0,46.0,313.0,7.0,12.0,192.0,442.0
3153584,0000155209,2023.3,DS 6,Distrito Sanitário VI,Us 296 Usf Coqueiral Imbiribeira,COQUEIRAL/IMBIRIBEIRA - 1,5.0,5.0,4.0,4.0,0.0,0.0,195.0,944.0,29.0,400.0,1.0,9.0,233.0,516.0
3153584,0000155195,2023.3,DS 6,Distrito Sanitário VI,Us 296 Usf Coqueiral Imbiribeira,COQUEIRAL/IMBIRIBEIRA - 2,10.0,10.0,10.0,10.0,2.0,2.0,135.0,520.0,25.0,224.0,6.0,18.0,245.0,498.0
3301974,0001465201,2024.1,DS 2,Distrito Sanitário II,Us 302 Usf Byron Sarinho,BYRON SARINHO III,4.0,4.0,4.0,4.0,2.0,2.0,76.0,340.0,14.0,175.0,2.0,3.0,126.0,306.0
3302032,0000155292,2024.1,DS 2,Distrito Sanitário II,Us 309 Usf Ponto de Parada,PONTO DA PARADA I,1.0,1.0,2.0,2.0,2.0,2.0,115.0,959.0,17.0,351.0,4.0,6.0,197.0,457.0
0000825,0001887483,2024.1,DS 2,Distrito Sanitário II,Us 155 CS Prof Monteiro de Morais,SBM2 BEBERIBE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007995,0000154954,2023.3,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,VILA DO IPSEP - 2,6.0,6.0,6.0,6.0,3.0,3.0,55.0,668.0,23.0,200.0,0.0,3.0,70.0,188.0
3567826,0000155608,2024.1,DS 2,Distrito Sanitário II,Us 328 Usf Alto do Maracana,ALTO DO MARACANA I,8.0,8.0,3.0,3.0,10.0,10.0,283.0,837.0,105.0,270.0,3.0,7.0,306.0,665.0
0022233,0001727958,2024.1,DS 2,Distrito Sanitário II,Us 226 Usf Chao de Estrelas,SBM1 CHAO DE ESTRELA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001112,0000153028,2024.1,DS 5,Distrito Sanitário V,Us 186 Usf Jardim Uchoa,JARDIM UCHOA I,1.0,1.0,0.0,0.0,1.0,1.0,80.0,630.0,36.0,202.0,0.0,4.0,35.0,153.0
0022268,0001728113,2024.1,DS 2,Distrito Sanitário II,Us 244 Usf Prof Antonio Francisco Areias,SBM1 FRANCISCO AREIAS I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022403,0002399857,2024.1,DS 5,Distrito Sanitário V,Us 238 Usf Iraque,IRAQUE III VILA CARDEAL,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,8.0,28.0,0.0,0.0,29.0,121.0
0022411,0000153990,2024.1,DS 5,Distrito Sanitário V,Us 239 Usf Coqueiral I e II,COQUEIRAL I,4.0,4.0,7.0,7.0,5.0,5.0,8.0,619.0,3.0,150.0,2.0,7.0,149.0,406.0
0026328,0001801104,2024.1,DS 2,Distrito Sanitário II,Us 262 Usf Jose Severiano da Silva,SBM1 JOSE SEVERIANO I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153584,0000155209,2024.1,DS 6,Distrito Sanitário VI,Us 296 Usf Coqueiral Imbiribeira,COQUEIRAL/IMBIRIBEIRA - 1,6.0,6.0,8.0,8.0,0.0,0.0,205.0,946.0,61.0,401.0,2.0,8.0,181.0,423.0
0022438,0000154008,2024.1,DS 5,Distrito Sanitário V,Us 245 Usf Planeta dos Macacos II,PLANETA DOS MACACOS II A,4.0,4.0,5.0,5.0,7.0,7.0,92.0,876.0,6.0,354.0,5.0,7.0,212.0,480.0
0022438,0002399830,2024.1,DS 5,Distrito Sanitário V,Us 245 Usf Planeta dos Macacos II,PLANETA DOS MACACOS II B,6.0,6.0,4.0,4.0,3.0,3.0,2.0,21.0,7.0,37.0,3.0,6.0,60.0,328.0
3445275,0000155438,2024.1,DS 2,Distrito Sanitário II,Us 327 Usf Clube dos Delegados,CLUBE DOS DELEGADOS II,5.0,5.0,5.0,5.0,11.0,11.0,39.0,847.0,7.0,300.0,3.0,15.0,153.0,358.0
3153568,0000155179,2023.3,DS 6,Distrito Sanitário VI,Us 297 Usf do Pina,PINA - 4,11.0,11.0,13.0,13.0,9.0,9.0,86.0,351.0,8.0,72.0,4.0,7.0,87.0,250.0
3007995,0000154954,2024.1,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,VILA DO IPSEP - 2,6.0,6.0,7.0,7.0,4.0,4.0,79.0,670.0,22.0,200.0,2.0,5.0,98.0,322.0
0001244,0000153133,2024.1,DS 7,Distrito Sanitário VII,Us 175 Usf Dr Diogenes Cavalcanti,ALTO DO RESERVATORIO,5.0,5.0,9.0,9.0,9.0,9.0,184.0,615.0,104.0,234.0,10.0,15.0,162.0,361.0
0028096,0001773321,2024.1,DS 2,Distrito Sanitário II,Us 274 Usf TIA Regina,SBM1 TIA REGINA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0002097,0000153435,2023.3,DS 7,Distrito Sanitário VII,Us 183 Usf Sitio dos Macacos,SITIOS DOS MACACOS,5.0,5.0,12.0,12.0,19.0,19.0,97.0,504.0,28.0,184.0,5.0,8.0,149.0,448.0
0022292,0000153753,2023.3,DS 7,Distrito Sanitário VII,Us 251 Usf da Guabiraba,GUABIRABA II,3.0,3.0,4.0,4.0,3.0,3.0,163.0,763.0,18.0,234.0,5.0,11.0,153.0,479.0
0026204,0000154199,2023.3,DS 7,Distrito Sanitário VII,Us 256 Usf Passarinho Baixo,PASSARINHO BAIXO,5.0,5.0,1.0,1.0,3.0,3.0,81.0,641.0,78.0,261.0,5.0,8.0,54.0,404.0
7946651,0001601873,2024.1,DS 2,Distrito Sanitário II,Us 401 Usf Upinha Dia Governador Eduardo Campos,EDUARDO CAMPOS III,5.0,5.0,4.0,4.0,9.0,9.0,38.0,428.0,10.0,262.0,5.0,13.0,82.0,299.0
0028649,0001887254,2024.1,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,SBM2 ALTO DO PASCOAL II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0029114,0000154709,2024.1,DS 5,Distrito Sanitário V,Us 284 Usf Vila Sao Miguel Marrom Glace,VILA S.MIGUEL MARROM GLACE I,4.0,4.0,5.0,5.0,10.0,10.0,146.0,569.0,24.0,234.0,2.0,5.0,136.0,405.0
0026336,0000154261,2024.1,DS 5,Distrito Sanitário V,Us 265 Usf Mangueira I,MANGUEIRA A-1,5.0,5.0,5.0,5.0,3.0,3.0,27.0,477.0,4.0,153.0,2.0,6.0,160.0,320.0
0029122,0002269198,2024.1,DS 2,Distrito Sanitário II,Us 286 Usf Irma Terezinha,SBM1 IRMA TEREZINHA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0026301,0000154229,2023.3,DS 7,Distrito Sanitário VII,Us 261 Usf Alto do Eucalipto,ALTO DO EUCALIPTO EQUIPE I,5.0,5.0,9.0,9.0,9.0,9.0,147.0,712.0,53.0,293.0,3.0,6.0,163.0,454.0
2679779,0000154814,2023.3,DS 7,Distrito Sanitário VII,Us 287 Usf Alto Jose do Pinho,ALTO JOSE DO PINHO I,7.0,7.0,9.0,9.0,14.0,14.0,93.0,637.0,19.0,205.0,3.0,11.0,138.0,456.0
0026336,0000154288,2024.1,DS 5,Distrito Sanitário V,Us 265 Usf Mangueira I,MANGUEIRA B-I,7.0,7.0,5.0,5.0,4.0,4.0,97.0,691.0,11.0,276.0,5.0,6.0,180.0,397.0
0026344,0000154318,2024.1,DS 5,Distrito Sanitário V,Us 266 Usf Mangueira II,MANGUEIRA A-II,7.0,7.0,8.0,8.0,9.0,9.0,58.0,844.0,17.0,223.0,4.0,13.0,92.0,204.0
0002097,0000153435,2024.1,DS 7,Distrito Sanitário VII,Us 183 Usf Sitio dos Macacos,SITIOS DOS MACACOS,8.0,8.0,14.0,14.0,12.0,12.0,98.0,504.0,16.0,184.0,3.0,12.0,115.0,357.0
0028045,0000154423,2023.3,DS 7,Distrito Sanitário VII,Us 257 Usf Gilberto Freire,BOLA NA REDE II,2.0,2.0,1.0,1.0,3.0,3.0,105.0,368.0,32.0,149.0,1.0,7.0,102.0,338.0
2679787,0000154830,2023.3,DS 7,Distrito Sanitário VII,Us 288 Usf Morro da Conceicao,MORRO DA CONCEICAO I,5.0,5.0,4.0,4.0,13.0,13.0,136.0,607.0,23.0,222.0,2.0,7.0,203.0,455.0
3371328,0000155322,2024.1,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA I,6.0,6.0,11.0,11.0,0.0,0.0,104.0,512.0,31.0,192.0,3.0,5.0,91.0,287.0
3371328,0002399792,2024.1,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA III,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,13.0,1.0,1.0,44.0,107.0
3302008,0000155241,2023.3,DS 7,Distrito Sanitário VII,Us 305 Usf da Macaxeira,MACAXEIRA - BURITY,10.0,10.0,9.0,9.0,13.0,13.0,159.0,758.0,32.0,282.0,2.0,9.0,121.0,441.0
0001058,0000152900,2024.1,DS 7,Distrito Sanitário VII,Us 121 CS Prof Bruno Maia,BRUNO MAIA - I,3.0,3.0,1.0,1.0,5.0,5.0,54.0,332.0,6.0,63.0,2.0,5.0,78.0,351.0
7946651,0001601849,2024.1,DS 2,Distrito Sanitário II,Us 401 Usf Upinha Dia Governador Eduardo Campos,EDUARDO CAMPOS II,6.0,6.0,8.0,8.0,10.0,10.0,74.0,512.0,8.0,290.0,2.0,7.0,148.0,325.0
0001058,0000152927,2024.1,DS 7,Distrito Sanitário VII,Us 121 CS Prof Bruno Maia,BRUNO MAIA - III,1.0,1.0,1.0,1.0,4.0,4.0,107.0,507.0,30.0,162.0,1.0,3.0,73.0,426.0
3371336,0000155365,2024.1,DS 7,Distrito Sanitário VII,Us 324 Usf Alto Jose Bonifacio,ALTO JOSE BONIFACIO I,2.0,2.0,4.0,4.0,5.0,5.0,56.0,471.0,23.0,82.0,2.0,9.0,64.0,234.0
7992955,0001727796,2024.1,DS 2,Distrito Sanitário II,Us 403 Usf Upinha Dia Chie,SBM1 CHIE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7524501,0001795651,2024.1,DS 2,Distrito Sanitário II,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,SBM1 FERNANDA WANDERLEY I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0028053,0001745123,2024.1,DS 3,Distrito Sanitário III,Us 258 Usf Sitio dos Pintos,SBM1 SITIO DOS PINTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7563736,0001556150,2023.3,DS 7,Distrito Sanitário VII,Us 397 Usf Upinha Dia Corrego do Euclides,EQUIPE I CORREGO DO EUCLIDES,4.0,4.0,3.0,3.0,3.0,3.0,110.0,653.0,23.0,218.0,3.0,7.0,179.0,570.0
7845367,0001593935,2023.3,DS 7,Distrito Sanitário VII,Us 400 Usf Upinha Dia Dom Helder,EQUIPE 3 - NOVA DESCOBERTA,11.0,11.0,11.0,11.0,12.0,12.0,151.0,515.0,37.0,195.0,2.0,4.0,147.0,347.0
2752824,0000154865,2024.1,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO IV,7.0,7.0,7.0,7.0,5.0,5.0,74.0,576.0,36.0,216.0,2.0,7.0,138.0,342.0
7845367,0001592343,2023.3,DS 7,Distrito Sanitário VII,Us 400 Usf Upinha Dia Dom Helder,EQUIPE I - BREJO DE BEBERIBE,8.0,8.0,9.0,9.0,11.0,11.0,161.0,558.0,34.0,227.0,4.0,13.0,236.0,431.0
3639827,0000155675,2023.3,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DA PRATA - 1,4.0,4.0,5.0,5.0,3.0,3.0,223.0,620.0,53.0,272.0,4.0,7.0,161.0,454.0
0029068,0002399288,2023.3,DS 8,Distrito Sanitário VIII,Us 282 Usf Vila das Aeromocas,VILA DAS AEROMOCAS 3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,8.0,0.0,1.0,15.0,57.0
0022276,0000153710,2024.1,DS 7,Distrito Sanitário VII,Us 231 Usf Corrego da Bica,CORREGO DA BICA I,6.0,6.0,5.0,5.0,13.0,13.0,89.0,454.0,6.0,167.0,1.0,8.0,92.0,366.0
0002011,0002172313,2024.1,DS 3,Distrito Sanitário III,Us 171 Usf Joaquim Costa Carvalho,ALTO DO MANDU 2,3.0,3.0,5.0,5.0,5.0,5.0,65.0,212.0,37.0,231.0,1.0,3.0,71.0,395.0
0020567,0000153524,2024.1,DS 3,Distrito Sanitário III,Us 182 Upinha Usf Padre Jose Edwaldo Gomes,POCO DA PANELA,7.0,7.0,9.0,9.0,10.0,10.0,235.0,824.0,71.0,312.0,1.0,8.0,258.0,568.0
0020567,0000153745,2024.1,DS 3,Distrito Sanitário III,Us 182 Upinha Usf Padre Jose Edwaldo Gomes,SANTANA,2.0,2.0,1.0,1.0,5.0,5.0,118.0,448.0,79.0,194.0,3.0,6.0,125.0,367.0
3639827,0000155659,2023.3,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DA PRATA - 2,4.0,4.0,5.0,5.0,2.0,2.0,158.0,497.0,31.0,195.0,5.0,12.0,138.0,393.0
3302008,0000155241,2024.1,DS 7,Distrito Sanitário VII,Us 305 Usf da Macaxeira,MACAXEIRA - BURITY,4.0,4.0,5.0,5.0,7.0,7.0,143.0,759.0,28.0,282.0,6.0,12.0,96.0,359.0
3302008,0000155276,2024.1,DS 7,Distrito Sanitário VII,Us 305 Usf da Macaxeira,MACAXEIRA I CAMPO DO UNIAO,7.0,7.0,7.0,7.0,7.0,7.0,95.0,793.0,16.0,325.0,3.0,20.0,118.0,496.0
3639827,0002399652,2023.3,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DO PAJEU 4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,0.0,0.0,6.0,41.0
2752824,0002399237,2024.1,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,14.0,63.0
0026352,0000154334,2023.3,DS 8,Distrito Sanitário VIII,Us 267 Usf Ur 2,UR 02 EQUIPE I,6.0,6.0,1.0,1.0,10.0,10.0,14.0,549.0,5.0,158.0,2.0,15.0,81.0,314.0
3153460,0000155098,2024.1,DS 8,Distrito Sanitário VIII,Us 298 Usf Jordao Alto,JORDAO ALTO - 1,7.0,7.0,7.0,7.0,2.0,2.0,48.0,475.0,4.0,136.0,4.0,15.0,68.0,268.0
0022454,0000154016,2024.1,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 04/05 - 1,2.0,2.0,5.0,5.0,9.0,9.0,44.0,583.0,14.0,221.0,4.0,5.0,108.0,335.0
7845367,0001591517,2023.3,DS 7,Distrito Sanitário VII,Us 400 Usf Upinha Dia Dom Helder,EQUIPE II - VASCO DA GAMA,8.0,8.0,7.0,7.0,15.0,15.0,78.0,658.0,15.0,236.0,4.0,12.0,191.0,448.0
0002062,0000153419,2023.3,DS 8,Distrito Sanitário VIII,Us 172 Usf Tres Carneiros,TRES CARNEIROS - EQUIPE 2,3.0,3.0,4.0,4.0,3.0,3.0,33.0,324.0,13.0,140.0,4.0,13.0,47.0,239.0
3569349,0000155640,2023.3,DS 8,Distrito Sanitário VIII,Us 311 Usf Agua Viva,AGUA VIVA,6.0,6.0,6.0,6.0,1.0,1.0,122.0,584.0,29.0,214.0,6.0,18.0,187.0,391.0
0028053,0000154431,2024.1,DS 3,Distrito Sanitário III,Us 258 Usf Sitio dos Pintos,SITIO DOS PINTOS,11.0,11.0,12.0,12.0,8.0,8.0,87.0,590.0,1.0,224.0,9.0,17.0,201.0,375.0
3153460,0000155098,2023.3,DS 8,Distrito Sanitário VIII,Us 298 Usf Jordao Alto,JORDAO ALTO - 1,11.0,11.0,7.0,7.0,8.0,8.0,82.0,474.0,15.0,136.0,1.0,7.0,105.0,334.0
0024503,0001975560,2024.1,DS 4,Distrito Sanitário IV,Us 252 Usf Engenho do Meio,SBM1 ENG DO MEIO EQP I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3470253,0002399318,2023.3,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,2.0,11.0,0.0,0.0,11.0,57.0
0026212,0000154202,2024.1,DS 3,Distrito Sanitário III,Us 259 Usf Sitio Sao Braz,SITIO SAO BRAZ,7.0,7.0,9.0,9.0,14.0,14.0,113.0,739.0,43.0,272.0,6.0,14.0,143.0,435.0
3302008,0000155284,2024.1,DS 7,Distrito Sanitário VII,Us 305 Usf da Macaxeira,MACAXEIRA III BOLO DE NOIVA,7.0,7.0,6.0,6.0,9.0,9.0,50.0,770.0,19.0,266.0,4.0,11.0,116.0,427.0
7563736,0001556150,2024.1,DS 7,Distrito Sanitário VII,Us 397 Usf Upinha Dia Corrego do Euclides,EQUIPE I CORREGO DO EUCLIDES,4.0,4.0,5.0,5.0,10.0,10.0,63.0,453.0,16.0,218.0,2.0,6.0,138.0,417.0
7845367,0001593935,2024.1,DS 7,Distrito Sanitário VII,Us 400 Usf Upinha Dia Dom Helder,EQUIPE 3 - NOVA DESCOBERTA,5.0,5.0,7.0,7.0,8.0,8.0,69.0,277.0,40.0,195.0,3.0,8.0,120.0,278.0
7845367,0001592343,2024.1,DS 7,Distrito Sanitário VII,Us 400 Usf Upinha Dia Dom Helder,EQUIPE I - BREJO DE BEBERIBE,8.0,8.0,10.0,10.0,12.0,12.0,50.0,340.0,24.0,227.0,3.0,10.0,175.0,312.0
3153479,0000155128,2024.1,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,JORDAO BAIXO - 1,6.0,6.0,5.0,5.0,10.0,10.0,162.0,664.0,54.0,235.0,0.0,3.0,218.0,449.0
0001511,0001887076,2024.1,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,SBM2 VILA UNIAO AIRTON SENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9069569,0001833197,2024.1,DS 4,Distrito Sanitário IV,Us 442 Usf Upinha Dia Santa Luzia Emocy Krause,SBM1 CORDEIRO II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3862836,0000155713,2024.1,DS 1,Distrito Sanitário I,Us 334 Usf Cabanga,PSF CABANGA,2.0,2.0,7.0,7.0,10.0,10.0,20.0,560.0,11.0,159.0,2.0,7.0,127.0,265.0
9384324,0000153591,2024.1,DS 1,Distrito Sanitário I,Us 404 Usf Santo Amaro III,STO AMARO I-SITIO DO CEU EQ.I,8.0,8.0,9.0,9.0,11.0,11.0,192.0,826.0,61.0,334.0,2.0,7.0,141.0,395.0
0022217,0000153583,2024.1,DS 1,Distrito Sanitário I,Us 242 Usf Santo Amaro I Sitio do Ceu,STO AMARO I-SITIO DO CEU EQ.II,6.0,6.0,6.0,6.0,2.0,2.0,169.0,567.0,28.0,216.0,4.0,12.0,78.0,389.0
0000876,0000152730,2024.1,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON I,5.0,5.0,2.0,2.0,7.0,7.0,41.0,722.0,11.0,280.0,4.0,12.0,97.0,220.0
0000876,0000152773,2024.1,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON II,2.0,2.0,4.0,4.0,4.0,4.0,80.0,667.0,12.0,331.0,4.0,12.0,63.0,256.0
0002135,0000153486,2024.1,DS 2,Distrito Sanitário II,Us 221 Usf Ilha de Joaneiro,ILHA DE JOANEIRO EQUIPE I,3.0,3.0,5.0,5.0,5.0,5.0,222.0,796.0,25.0,304.0,2.0,12.0,94.0,426.0
